EMG PATH,FRAMES
dataset/2.0mph.csv,1800
dataset/2.5mph.csv,1800
dataset/3.1mph.csv,1800
dataset/Quiet_Stance_0.csv,1800
dataset/StandStop_2mph.csv,1800
