X [s],L_Quad: EMG 1 [Volts],L_Hamstrings: EMG 2 [Volts],L_AnteriorTibialis: EMG 3 [Volts],L_Calf: EMG 4 [Volts],R_Quad: EMG 5 [Volts],R_Hamstrings: EMG 6 [Volts],R_AnteriorTibialis: EMG 7 [Volts],R_Calf: EMG 8 [Volts],L_Quad: Acc 1.X [g],L_Quad: Acc 1.Y [g],L_Quad: Acc 1.Z [g],L_Hamstrings: Acc 2.X [g],L_Hamstrings: Acc 2.Y [g],L_Hamstrings: Acc 2.Z [g],L_AnteriorTibialis: Acc 3.X [g],L_AnteriorTibialis: Acc 3.Y [g],L_AnteriorTibialis: Acc 3.Z [g],L_Calf: Acc 4.X [g],L_Calf: Acc 4.Y [g],L_Calf: Acc 4.Z [g],R_Quad: Acc 5.X [g],R_Quad: Acc 5.Y [g],R_Quad: Acc 5.Z [g],R_Hamstrings: Acc 6.X [g],R_Hamstrings: Acc 6.Y [g],R_Hamstrings: Acc 6.Z [g],R_AnteriorTibialis: Acc 7.X [g],R_AnteriorTibialis: Acc 7.Y [g],R_AnteriorTibialis: Acc 7.Z [g],R_Calf: Acc 8.X [g],R_Calf: Acc 8.Y [g],R_Calf: Acc 8.Z [g]
2.466666666666667,-1.0311969294871946e-05,-2.5826185256409693e-05,-3.531395320512817e-05,-4.736362692307768e-06,-1.2464944871795136e-05,9.468444230754159e-08,-4.0649626923077675e-06,-1.0180701987179714e-05,-2.0487086419753084,1.07155,1.70803,-1.7621413580246914,1.07155,1.91348,-1.92154,1.04738,-1.9998213580246915,-1.9877313580246914,1.0416086419753086,2.0245386419753086,-1.9998213580246915,1.0778686419753085,1.67581,-1.8225713580246914,1.05141,1.9560529629629628,1.802972962962963,1.0692613580246915,-2.00211,1.95377,1.0416086419753086,2.0239913580246913
2.5,-1.1168430769231165e-05,-2.9212215384615136e-05,-3.367314230769221e-05,-1.09102e-05,-5.87472e-06,-6.0813046153844175e-06,-1.523553269230273e-06,-5.093580000000347e-06,-2.05045,1.07558,1.70803,-1.7659225925925925,1.0740874074074074,1.91348,-1.9200474074074074,1.04738,-2.00211,-1.98599,1.0448425925925926,2.0247874074074073,-2.00613,1.07558,1.67581,-1.83291,1.05141,1.9482474074074074,1.7981525925925925,1.0730425925925926,-1.9995725925925927,1.9522774074074074,1.04335,2.0237425925925927
2.533333333333333,-1.8958392307692256e-05,-3.121569615384613e-05,-3.0382851923076935e-05,-9.742791666666712e-06,-4.538385705128244e-06,4.798769230767815e-07,-1.51064e-06,-7.88891e-06,-2.047663827160494,1.07155,1.71206,-1.7672161728395062,1.07155,1.91348,-1.91751,1.04738,-2.00211,-1.9832038271604937,1.0405638271604938,2.02225,-2.0048892592592593,1.0783661728395062,1.67581,-1.82889,1.0541961728395062,1.95377,1.7979038271604937,1.0703061728395062,-1.99808,1.94571,1.04335,2.0234938271604936
2.5666666666666664,-2.3559153846154257e-05,-3.628557692307713e-05,-2.9309082051281896e-05,-3.0501207692308516e-05,-3.929391538461436e-06,-1.0514246153845741e-05,-2.913693846154258e-06,-3.051416923077129e-06,-2.0585,1.07155,1.715094938271605,-1.7654250617283949,1.07155,1.90945,-1.91751,1.048375061728395,-1.999075061728395,-1.99405,1.04335,2.01822,-2.00613,1.07558,1.67581,-1.8298825925925923,1.05141,1.94974,1.79666,1.068515061728395,-1.99808,1.94974,1.040315061728395,2.025284938271605
2.6,-1.675587884615408e-05,-3.2472369230769755e-05,-3.629418461538488e-05,-7.68878711538468e-06,2.3821688461537798e-06,5.03548e-07,-4.26724346153866e-06,-1.0003198269230737e-05,-2.05447,1.0708037037037037,1.70803,-1.76846,1.07155,1.9101962962962964,-1.92154,1.0400662962962963,-1.9988262962962964,-1.99002,1.0360362962962963,2.0303,-2.00613,1.07961,1.6765562962962963,-1.83291,1.05544,1.9530237037037037,1.7974062962962962,1.06752,-2.0053855555555558,1.95779,1.0466337037037037,2.0247874074074073
2.6333333333333333,-1.9976232051281924e-05,-2.9984746153845744e-05,-3.2091508974359046e-05,-3.2493898717952834e-06,6.8172623076921535e-06,-3.7916684615385646e-06,-8.429046666666486e-06,-6.0404180769232055e-06,-2.0539737037037034,1.07558,1.70803,-1.76443,1.0685150617283952,1.91348,-1.91751,1.0478775308641977,-1.9985775308641978,-1.97794,1.0428524691358023,2.02628,-2.0056337037037038,1.0791124691358023,1.67581,-1.8283924691358022,1.0549424691358023,1.9542662962962964,1.8037161728395061,1.0710524691358023,-2.0026062962962965,1.9492424691358023,1.0428524691358023,2.02225
2.6666666666666665,-1.4838525641025473e-05,-3.1187671153845815e-05,-3.50805e-05,-1.3195542307691634e-05,-9.096138846154183e-06,-6.88182e-06,-7.28638153846109e-06,-4.798766474359423e-06,-2.054221851851852,1.0717987654320988,1.70803,-1.7608975308641976,1.07155,1.9132312345679012,-1.91348,1.04738,-1.99808,-1.994298765432099,1.0435987654320988,2.0179712345679013,-2.00613,1.07558,1.67581,-1.8291381481481481,1.0516587654320988,1.94974,1.796411234567901,1.07155,-2.00211,1.94571,1.04335,2.02628
2.7,-1.2253e-05,-3.5584e-05,-3.49126e-05,-8.22461e-06,-1.2253e-05,-1.51064e-06,-2.01419e-06,-9.90311e-06,-2.05045,1.06752,1.71206,-1.77249,1.07155,1.91348,-1.91751,1.04335,-1.99808,-1.98599,1.04335,2.02628,-2.00613,1.07558,1.67581,-1.83694,1.04738,1.94974,1.80471,1.07155,-1.99808,1.94974,1.04335,2.02225
2.7333333333333334,-1.9404906410256018e-05,-2.6754709615384728e-05,-3.43757352564102e-05,6.21042e-06,-3.827175192307637e-06,-8.63132544871694e-06,-5.273259487178759e-06,-8.831454294871123e-06,-2.05447,1.07155,1.71206,-1.76846,1.0637387654320989,1.91348,-1.92154,1.04738,-1.998328765432099,-1.99002,1.0390712345679012,2.0303,-2.0018612345679014,1.0793612345679011,1.67581,-1.82889,1.0516587654320988,1.9572930864197529,1.79666,1.07155,-1.998328765432099,1.94571,1.04335,2.02628
2.7666666666666666,-1.4333889743589713e-05,-3.305769230769168e-05,-3.716356153846166e-05,-6.982960384615415e-06,-4.19623e-06,1.3126692307670438e-07,-8.693729230769168e-06,-3.993949230769169e-06,-2.05045,1.07155,1.71206,-1.76443,1.07558,1.90542,-1.9089524691358024,1.0519075308641976,-1.99808,-1.99405,1.0438475308641977,2.0217524691358024,-2.00613,1.07558,1.6793424691358023,-1.8283924691358022,1.0549424691358023,1.9462075308641977,1.7961624691358022,1.0750824691358023,-2.0016124691358024,1.9492424691358023,1.04335,2.0187175308641976
