X [s],L_Quad: EMG 1 [Volts],L_Hamstrings: EMG 2 [Volts],L_AnteriorTibialis: EMG 3 [Volts],L_Calf: EMG 4 [Volts],R_Quad: EMG 5 [Volts],R_Hamstrings: EMG 6 [Volts],R_AnteriorTibialis: EMG 7 [Volts],R_Calf: EMG 8 [Volts],L_Quad: Acc 1.X [g],L_Quad: Acc 1.Y [g],L_Quad: Acc 1.Z [g],L_Hamstrings: Acc 2.X [g],L_Hamstrings: Acc 2.Y [g],L_Hamstrings: Acc 2.Z [g],L_AnteriorTibialis: Acc 3.X [g],L_AnteriorTibialis: Acc 3.Y [g],L_AnteriorTibialis: Acc 3.Z [g],L_Calf: Acc 4.X [g],L_Calf: Acc 4.Y [g],L_Calf: Acc 4.Z [g],R_Quad: Acc 5.X [g],R_Quad: Acc 5.Y [g],R_Quad: Acc 5.Z [g],R_Hamstrings: Acc 6.X [g],R_Hamstrings: Acc 6.Y [g],R_Hamstrings: Acc 6.Z [g],R_AnteriorTibialis: Acc 7.X [g],R_AnteriorTibialis: Acc 7.Y [g],R_AnteriorTibialis: Acc 7.Z [g],R_Calf: Acc 8.X [g],R_Calf: Acc 8.Y [g],R_Calf: Acc 8.Z [g]
34.833333333333336,-2.1507106666677162e-05,-3.069402000000382e-05,-3.6221880000005724e-05,2.0656613333259865e-05,-2.18204e-06,-3.3457953333352414e-06,-9.421958666677162e-06,-4.330510000005725e-06,-1.8239852941175634,1.1583574509803778,1.6336284313725404,-1.9846513725489705,1.0073319607842963,2.013716078431407,-1.8848850980392444,1.0695745098039187,2.022329019607837,-2.0427849019607556,1.055277058823541,-2.01419,-1.949892941176459,1.1926419607842964,1.6110390196078663,-1.6469780392157325,1.0080416862745878,-1.7848909803921336,-1.7226484313725114,1.3532980392157037,1.5893974509803777,1.8532919607842964,1.9179839215685928,-1.6424733333332668
34.86666666666667,-1.5871100000001326e-05,-3.010095000000199e-05,-3.528564999999934e-05,-2.3554849999990063e-05,-8.196634999999007e-06,-8.327184999999669e-06,-9.436859999999338e-06,-7.404016111113761e-06,-1.9657870149253969,1.087621343283598,1.6487671641791,-1.9722043283581998,1.0790242786069675,1.9785157213930327,-1.7742286069651674,1.0439314427860673,2.0130271144278655,1.9584344278606707,1.0255157213930337,-2.0032671641791,-2.0234071641791,1.2861742288557327,1.6671685572139328,1.9820229850746032,1.4865129353233673,1.7984415422885347,-1.585998507462699,1.289104328358201,1.6493342786069662,-1.7363115920397694,1.4992230348258369,-0.2508429850735219
34.9,-2.0611880000003815e-05,-3.293201999999618e-05,-1.9839800000015266e-05,3.239491999991413e-05,-1.0742313999971377e-06,-5.8411539999799635e-06,-9.097429999996184e-06,-6.277560000001909e-06,0.5370175000010018,1.1421672058823569,1.7216016176470579,-1.994701911764711,1.0656272058823568,1.98196,-1.7590988235294018,1.0762255882352991,2.0022804411764596,1.8561936764705753,1.03127,-2.0190460294117587,-2.0500288235294146,1.344824411764701,1.67581,-1.9654351470588265,0.7056188529411814,1.9153764705882315,-1.825505588235299,1.1377223529411835,1.7182235294117687,-1.6899669117646912,1.2778863235294247,-1.8439336764706538
34.93333333333333,-1.7042319999984736e-05,-2.90379e-05,-3.687089999998092e-05,-3.27977399999313e-05,-2.85344e-06,-2.338699333306618e-06,1.0966146666657126e-05,-1.1145190666683841e-05,-1.8707539303482636,1.0598239303482664,1.68789,-1.90945,1.06946786069653,1.964626965174132,-1.7497596517413239,1.0941360696517364,2.025056965174132,2.0411669651741318,1.058102686567192,-2.043613034825868,-1.9047051741293382,1.4195739303482637,1.7939903482586785,-1.907948407960252,1.3860415920397504,1.4250435820895877,-1.662579303482648,0.9414990000000607,1.5081969651741345,-1.775712835820822,0.7630275721393668,-1.4053224875621486
34.96666666666667,-1.8239606666669848e-05,-3.1790639999992366e-05,-4.052998666665458e-05,2.6128513333288808e-05,-1.4916220000008905e-05,-1.1022101333326972e-05,-1.6617093333323794e-05,-4.19623e-06,-1.8117822549019615,0.9707612647058798,1.7825154901960771,-1.9014,1.0332430392156848,1.8823982352941224,-1.7293997058823602,1.0512495098039163,-2.0090932352941158,1.9628077450980386,0.9827679999999948,2.024304509803923,-1.9299924509804054,1.229958725490206,1.0248664705888968,-1.0458789215686446,1.3498234313725597,1.7433421568627134,-1.863125392156829,1.0247905882352795,1.9408527450980453,1.8389546078431709,0.8064265392156778,-1.8178667647058844
35.0,-1.2991540000001908e-05,-3.064927999999571e-05,-3.3066320000002385e-05,-2.423741999997567e-05,2.1820400000047704e-06,9.500264000007633e-06,-1.0070941999976147e-06,-9.365990000003817e-06,-1.8228714925372973,0.9918239552238921,1.8500507462686486,-1.9985010447761251,1.0227871641790987,1.8121720895522526,-1.6482079104477474,1.0954210447761263,-1.9505756716418026,1.9343417910447749,0.9532831343283604,1.9816610447761263,-1.7322,1.1007707462686487,-1.8553392537313524,-1.6001059701491884,1.046658208955225,1.6347979104478392,1.5723285074627038,1.0368574626865774,1.7468155223880173,1.758482686567116,0.48166200000000914,-1.7517420895522526
35.03333333333333,-1.87991e-05,-3.37377e-05,-3.894103333333333e-05,-3.41853e-05,-1.286842e-06,-2.4226200000000002e-05,-8.112713333333333e-06,-4.308126666666667e-06,1.490341715686606,0.9486446323529398,1.9045137254901994,-1.954334117647061,1.0599538725490194,1.7296603921568618,-1.7135416176470577,1.0932518627450998,-1.9411861274509807,1.9461236274509774,0.914443,1.9391316176470579,-1.875920049019598,1.0981881372549003,-1.4644359803921607,1.805305294117633,1.4455356372548969,0.8912593774509797,1.7162704411764598,1.046151519607836,1.9559762254902027,-1.543204362745429,0.5465370980392219,-1.9897680882353024
35.06666666666666,-1.35958e-05,-3.470748888888756e-05,-2.982119999999205e-05,-5.576327777791029e-06,-8.22461e-06,2.2379899999960246e-06,1.3148211111083283e-05,-3.674030000005301e-06,-1.94923711442784,0.866322437810944,1.8937810945273605,-1.8597872636816,1.0202821890547198,1.7597389054726407,-1.77762218905472,0.978897,-1.9244672636815985,-1.8338526368172416,0.8728362636815998,1.9689983582089605,1.8396472636816,1.0195238009950702,-1.4650072636815998,-1.6319310945273606,1.526821243781118,1.0752976616915202,1.9324042288556813,1.308779452736321,-1.98196,-1.990742885572159,0.6601533333333126,-1.5115221890547212
35.1,-1.62814e-05,-2.87022e-05,-3.40734e-05,-6.71397e-06,-5.53902e-06,-1.67849e-07,-7.55322e-06,-7.21752e-06,-2.03836,0.878187,1.94168,-1.82486,1.10781,1.68789,-1.77249,1.01515,-1.86917,-2.00211,0.87013,1.89737,-1.88931,1.12795,-0.813733,1.94571,1.10781,1.33742,-1.8732,1.18032,2.04239,1.94571,0.463264,-1.52676
35.13333333333333,-2.512139999999205e-05,-3.146239999999867e-05,-3.2282999999996025e-05,-1.0649099999998675e-05,5.725526222248725e-06,-6.173119999994699e-06,-4.681127777769165e-06,-3.2823822222235475e-06,-1.9329081372549117,0.7134183137255035,2.041007843137251,-1.9086209803921546,1.0761324509803938,1.558553333333344,-1.7034568627450963,0.8673266764706039,-1.7484364705882476,1.9044408823529502,0.663972450980402,1.790258725490201,-1.4139270588235533,0.9679969607844376,1.4272314705881908,-1.518741274509864,0.6858911274510077,1.3254564705882477,1.515180196078457,0.05908293137260512,-1.1913779411765035,1.4343006862745586,1.2777454901960446,1.6106787254902661
