L_Quad: EMG 1,L_Quad: Acc 1.X,L_Quad: Acc 1.Y,L_Quad: Acc 1.Z,L_Hamstrings: EMG 2,L_Hamstrings: Acc 2.X,L_Hamstrings: Acc 2.Y,L_Hamstrings: Acc 2.Z,L_AnteriorTibialis: EMG 3,L_AnteriorTibialis: Acc 3.X,L_AnteriorTibialis: Acc 3.Y,L_AnteriorTibialis: Acc 3.Z,L_Calf: EMG 4,L_Calf: Acc 4.X,L_Calf: Acc 4.Y,L_Calf: Acc 4.Z,R_Quad: EMG 5,R_Quad: Acc 5.X,R_Quad: Acc 5.Y,R_Quad: Acc 5.Z,R_Hamstrings: EMG 6,R_Hamstrings: Acc 6.X,R_Hamstrings: Acc 6.Y,R_Hamstrings: Acc 6.Z,R_AnteriorTibialis: EMG 7,R_AnteriorTibialis: Acc 7.X,R_AnteriorTibialis: Acc 7.Y,R_AnteriorTibialis: Acc 7.Z,R_Calf: EMG 8,R_Calf: Acc 8.X,R_Calf: Acc 8.Y,R_Calf: Acc 8.Z
0.0005893055998072569,0.8669616617628556,0.0005652348910357831,0.0005727846256828919,0.004651324513042473,0.00027645606659922484,0.0007292254503401244,0.0002655985722953369,0.0012666284558446028,1.1256293523141928e-05,0.0010073112030908394,0.43240926999733775,0.0014918287600226134,0.8825132417273532,0.0005465867561038972,0.0020579696770098503,0.3925208536823269,0.0006573030016296319,0.00020162241860376636,1.1387768716928741e-05,0.027689886772928652,0.08523610798860896,0.002282504253523991,0.0009500937622703772,0.26869025603186314,0.00011377264906230188,0.001996156327654967,0.00015047045167939336,0.5322455426348721,0.9092446745848867,0.0006644366982948719,0.0007667678089425469
0.0005893055998072569,0.8669616617628556,0.0005652348910357831,0.0005727846256828919,0.004651324513042473,0.00027645606659922484,0.0007292254503401244,0.0002655985722953369,0.0012666284558446028,1.1256293523141928e-05,0.0010073112030908394,0.43240926999733775,0.0014918287600226134,0.8825132417273532,0.0005465867561038972,0.0020579696770098503,0.3925208536823269,0.0006573030016296319,0.00020162241860376636,1.1387768716928741e-05,0.027689886772928652,0.08523610798860896,0.002282504253523991,0.0009500937622703772,0.26869025603186314,0.00011377264906230188,0.001996156327654967,0.00015047045167939336,0.5322455426348721,0.9092446745848867,0.0006644366982948719,0.0007667678089425469
0.0005893055998072569,0.8669616617628556,0.0005652348910357831,0.0005727846256828919,0.004651324513042473,0.00027645606659922484,0.0007292254503401244,0.0002655985722953369,0.0012666284558446028,1.1256293523141928e-05,0.0010073112030908394,0.43240926999733775,0.0014918287600226134,0.8825132417273532,0.0005465867561038972,0.0020579696770098503,0.3925208536823269,0.0006573030016296319,0.00020162241860376636,1.1387768716928741e-05,0.027689886772928652,0.08523610798860896,0.002282504253523991,0.0009500937622703772,0.26869025603186314,0.00011377264906230188,0.001996156327654967,0.00015047045167939336,0.5322455426348721,0.9092446745848867,0.0006644366982948719,0.0007667678089425469
0.005968916272488291,0.4373904530159877,0.0005652348910357831,0.001970968168371688,0.035119180610620616,0.00254230834351992,0.003557200336475787,0.0034434904380955425,0.04757007673170665,0.0007814819518131336,0.0035533486772273333,0.28659967995920993,0.0617338835411913,0.44282163394659474,0.002763926270722726,0.0020579696770098503,0.07791186490475328,0.0008513425728973484,0.002428204001202101,0.000688540842846379,0.15369679259410834,0.528725,0.0026403599462355323,0.0012654853356940884,0.10510559159356059,0.0023958990796729513,0.001996156327654967,0.0026574642000738113,0.07434505374598267,0.45952573113856654,0.0019420548450982695,0.0027654297165512144
0.005379610672681023,0.002673111057324957,0.0044761111111111,0.0033691517110604847,0.02581653158453567,0.006079157022041607,0.012041124994883086,0.007892791501781493,0.09260620689655186,0.002333383574317345,0.008644791697609192,0.13966847531971824,0.048979422778840466,0.0003731599837179595,0.0022173395146189044,0.0004686154636362497,0.06993844026852829,0.002748067289959668,0.002428204001202101,0.002720336288211008,0.2616216594469403,0.002744214666180097,0.00563857558518246,0.0022135410436810343,0.13279421872165703,0.003917190807020836,0.001996156327654967,0.005164457948468228,0.07776801092101077,0.00980678769224639,0.0006644366982948719,0.0047640916241598824
0.005968916272488291,0.002673111057324957,0.009517457113257985,0.0033691517110604847,0.02581653158453567,0.006079157022041607,0.003557200336475787,0.007892791501781493,0.09387283535239627,0.0015517076101031254,0.002545405546245364,0.13854658226388528,0.07272324808006966,0.0008757965373885203,0.0005465867561038972,0.0011211333262551254,0.05763654392530173,0.002748067289959668,0.002226581582598212,0.0013656939169758293,0.15426308227766797,0.0006462979995134714,0.002282504253523991,0.002846205178244269,0.20639094397026664,0.0031563561037580698,0.002835306103547382,0.005164457948468228,0.07434505374598267,0.008001356439703178,0.0006644366982948719,0.0047640916241598824
0.0061352077410440084,0.002673111057324957,0.009517457113257985,0.004026249828592064,0.04273614463501528,0.007350153423642459,0.0007292254503401244,0.006621382303895747,0.06945482758620686,1.1256293523141928e-05,0.00408349988939989,0.13910752879180177,0.06648266557652932,0.002125187912783734,0.0005465867561038972,0.0011211333262551254,0.08953033747731687,0.001045382144165065,0.002226581582598212,0.0013656939169758293,0.12657373414158662,0.001695256332846784,0.002282504253523991,0.002846205178244269,0.0887144683810461,0.0031563561037580698,0.0036744558794397975,0.0038358083117901523,0.08119096809603885,0.006195476966888666,0.0018914339638056745,0.0056858252524816
0.0046240136043180155,0.002673111057324957,0.0028035682243691498,0.001398346634800357,0.041050459633324744,0.006714655222842033,0.0049281284802661215,0.00407919503703845,0.07072180086963767,0.001574220197149323,0.00408349988939989,0.14135089722176405,0.045995765258795236,0.0026276070393100245,0.0019288929806249159,0.0050947161479480575,0.07791186490475328,0.002748067289959668,0.004251540746592657,1.1387768716928741e-05,0.17234512124601553,0.0010489583333334284,0.002998215638947073,0.0022135410436810343,0.07741704694598131,0.0016350643764101859,0.0036744558794397975,0.0031713185667335293,0.10887527088790055,0.006195476966888666,0.0006644366982948719,0.003842129164252154
0.004790305072873755,0.002673111057324957,0.003910320664519684,0.0018868177686345257,0.026659374085380813,0.004808160620440615,0.0049281284802661215,0.002172239022438328,0.09387283535239627,0.003137572125577849,0.00408349988939989,0.3849816459090168,0.06499083681650666,0.00663364716967913,0.0035993026499802293,0.0050947161479480575,0.08953033747731687,0.001045382144165065,0.00020162241860376636,0.000688540842846379,0.08136863672071716,0.0014516186671533853,0.002282504253523991,0.0015808769091177996,0.07741704694598131,0.0016350643764101859,0.0036744558794397975,0.0031713185667335293,0.1054523137128725,0.006195476966888666,0.0006644366982948719,0.003842129164252154
0.004790305072873755,0.007819244269119938,0.008385876220075398,0.004514720962426196,0.041050459633324744,0.0006354982008004257,0.0049281284802661215,0.001005810625590408,0.09133957844070745,0.003919054077390939,0.006628905435645113,0.3849816459090168,0.06499083681650666,0.00663364716967913,0.0035993026499802293,0.0058895905428937015,0.08770781350914758,0.0006573030016296319,0.004654785583800436,0.000688540842846379,0.24467327711940642,0.0006462979995134714,0.002998215638947073,0.0022135410436810343,0.13279421872165703,0.002395710240084128,0.002835306103547382,0.005164457948468228,0.08119096809603885,0.00980678769224639,0.0006644366982948719,0.0047640916241598824
