L_Quad: EMG 1,L_Quad: Acc 1.X,L_Quad: Acc 1.Y,L_Quad: Acc 1.Z,L_Hamstrings: EMG 2,L_Hamstrings: Acc 2.X,L_Hamstrings: Acc 2.Y,L_Hamstrings: Acc 2.Z,L_AnteriorTibialis: EMG 3,L_AnteriorTibialis: Acc 3.X,L_AnteriorTibialis: Acc 3.Y,L_AnteriorTibialis: Acc 3.Z,L_Calf: EMG 4,L_Calf: Acc 4.X,L_Calf: Acc 4.Y,L_Calf: Acc 4.Z,R_Quad: EMG 5,R_Quad: Acc 5.X,R_Quad: Acc 5.Y,R_Quad: Acc 5.Z,R_Hamstrings: EMG 6,R_Hamstrings: Acc 6.X,R_Hamstrings: Acc 6.Y,R_Hamstrings: Acc 6.Z,R_AnteriorTibialis: EMG 7,R_AnteriorTibialis: Acc 7.X,R_AnteriorTibialis: Acc 7.Y,R_AnteriorTibialis: Acc 7.Z,R_Calf: EMG 8,R_Calf: Acc 8.X,R_Calf: Acc 8.Y,R_Calf: Acc 8.Z
0.16118788516587923,0.003511668701149214,0.16512414193645072,0.1993179531981395,0.16790447953684728,0.11460995847231424,0.12755368008898835,0.20807284930006756,0.2492973820215202,0.1777293123777904,0.12390167259975648,0.12362799356048573,0.48706929817886113,0.058303444126060366,0.48845406285407755,0.09603694734726244,0.35677808715974063,0.13343978429021724,0.16520773666379276,0.23236956350003402,0.4173541973328857,0.5443681066865258,0.151556796869776,0.2093030237831039,0.349228719654568,0.11794046144418449,0.1275367924610018,0.2979585434630872,0.5723549824479776,0.03179382676520164,0.37467392881660716,0.05078911648969912
0.16118788516587923,0.003511668701149214,0.16512414193645072,0.1993179531981395,0.16790447953684728,0.11460995847231424,0.12755368008898835,0.20807284930006756,0.2492973820215202,0.1777293123777904,0.12390167259975648,0.12362799356048573,0.48706929817886113,0.058303444126060366,0.48845406285407755,0.09603694734726244,0.35677808715974063,0.13343978429021724,0.16520773666379276,0.23236956350003402,0.4173541973328857,0.5443681066865258,0.151556796869776,0.2093030237831039,0.349228719654568,0.11794046144418449,0.1275367924610018,0.2979585434630872,0.5723549824479776,0.03179382676520164,0.37467392881660716,0.05078911648969912
0.05021438529004954,0.003511668701149214,0.16512414193645072,0.1993179531981395,0.7413363423351272,0.11460995847231424,0.12755368008898835,0.20807284930006756,0.6482758620689656,0.1777293123777904,0.12390167259975648,0.12362799356048573,0.48706929817886113,0.058303444126060366,0.48845406285407755,0.09603694734726244,0.35677808715974063,0.13343978429021724,0.16520773666379276,0.23236956350003402,0.3705821510343532,0.5443681066865258,0.151556796869776,0.2093030237831039,0.349228719654568,0.11794046144418449,0.1275367924610018,0.2979585434630872,0.5723549824479776,0.03179382676520164,0.37467392881660716,0.05078911648969912
0.038460129920865144,0.43782044547020943,0.2575093425259791,0.33725509388028735,0.48783058243813704,0.5085821699193767,0.1366661719597141,0.4025443752988441,0.3872284165042789,0.49743384360771326,0.2593805113705409,0.40682776999418957,0.12356478250057604,0.7070401039393944,0.2526185221460517,0.6142007845476078,0.12205777324543222,0.6506915328520496,0.23269039950201356,0.29381939430165943,0.25163276717971117,0.08523610798860896,0.1953394399151342,0.6204129422851757,0.39075766004163076,0.7448878962499286,0.3246379693966421,0.08467144128035849,0.23351363905332534,0.5822679448296965,0.6149409217361386,0.43135903516717716
0.05368393134787426,0.6961714215856994,0.12888888888888894,0.3780281217737848,0.17924937680285036,0.6604947089116183,0.22771291590136772,0.2684294810070935,0.3093233076336523,0.712025512203103,0.10174039050285241,0.39568959123188674,0.4374198334725114,0.6910164341460812,0.1057763617849149,0.697061853268676,0.3766768418735797,0.6802813938762861,0.1409295894942404,0.2501104073916146,0.5077374603322528,0.3332360599801409,0.3845258062531103,0.3325766346685053,0.7312660550634497,0.8468612742002605,0.6413926234672173,0.21166501380296762,0.1893442687497742,0.8561007180629601,0.11748874888909518,0.6448589048851959
0.06784194483711276,0.7515245009778346,0.3258239908073542,0.42043207078302225,0.14232576669015895,0.5180483794645669,0.3189832076584789,0.3615209958684263,0.20344827586206893,0.35968503879457886,0.1873925077941583,0.5680471168774476,0.8285003452123669,0.7979576197159713,0.2800656549238342,0.8851899827860071,0.20091367882803007,0.8454246006924709,0.03758876554535285,0.2332992585800589,0.2531593182938169,0.38792355998014094,0.2864541451104485,0.2414780254215681,0.5105544011835518,0.6504681018514732,0.5006127772136282,0.15394066265632714,0.34193068575665503,0.7556695648132019,0.11748874888909518,0.7615630137342737
0.06824257119045508,0.6805224089588019,0.13137954636290983,0.3959682540469237,0.31538814399488857,0.42338628401266454,0.25579608259586345,0.40885566444198534,0.3413793103448275,0.4392301232641353,0.16843467105449636,0.44441912331696176,0.8651638644065321,0.7505255328067498,0.2697729801321657,0.7029805010344665,0.20091367882803007,0.8538788466993955,0.17083605414662764,0.2383426032235256,0.23484566548107264,0.4582360599801409,0.7213051841389416,0.5921409601050918,0.5188024528989565,0.6844592278349172,0.6413926234672173,0.191873807695548,0.2256371869423997,0.8108602831606437,0.11748874888909518,0.8439423846865638
0.036192462923067464,0.7252306653909111,0.2258239908073541,0.37313535842656514,0.3380779385268949,0.41392007446747436,0.1715465825123764,0.3820326855836352,0.31826289926289936,0.5478770679054807,0.09260332409584889,0.4235350381376439,0.12356478250057604,0.7918366902307373,0.21522180373632288,0.697061853268676,0.26316970899252556,0.7162119394057161,0.4638073150148192,0.20472030560041424,0.37821242632661967,0.36969439331347426,0.116023761291875,0.770030670354769,0.3320665620621938,0.6750172483950716,0.8947963467236772,0.16878406723689177,0.5823014713536097,0.8856534434719758,0.11748874888909518,0.6654537476232685
0.10538063414529049,0.7103279132468746,0.044157324140687536,0.4024919385098833,0.19575217183673577,0.45020721105737027,0.12942183247063294,0.4041221975846295,0.7517241379310342,0.48579309953899763,0.061006929529745645,0.4207504934470682,0.5250369210053348,0.767919704353692,0.2800656549238342,0.6635228492625292,0.3130220747165428,0.8644466542080516,0.6406956234635387,0.20303919071925866,0.6851460699356066,0.3254235599801409,0.502516071973661,0.7935906555048391,0.9699708817315944,0.69956639493867,0.7962504543461653,0.26774009777398977,0.4489577703227624,0.8699657339786757,0.871860161783486,0.7043551172396276
0.05087954687447786,0.8103892490711189,0.28137954636290974,0.36661167396360556,0.08560128036014322,0.4896497508289962,0.052193124060769674,0.4372564655861208,0.6148146234008304,0.5381764478482178,0.03572981387686306,0.4207504934470682,0.73275814545877,0.8370945056965912,0.20458603978493214,0.6852245577370948,0.2929808093299641,0.6633729018624366,0.8341672108293255,0.20303919071925866,0.2531593182938169,0.11969439331347426,0.8302668100863023,0.6412360848677199,0.6816252037853779,0.6957896031627319,0.6132366542164994,0.2067172122761127,0.3913520993593971,0.8901356461843475,0.7830485726313164,0.8283703412424737
